epoch,train_loss,validation_loss,validation_rmse_all,validation_mae_all,validation_selection_objective,validation_blend_selection_metric,epoch_seconds,best_validation_loss,best_validation_objective
1,-1.7659347106442433,-1.7004587605656982,0.14093185648012607,0.0738658126360548,0.9225258288351735,balanced,2.652606318995822,-1.7004587605656982,0.9225258288351735
2,-2.3168513529252643,-1.9405915249853702,0.11660104128007817,0.06288013959213665,0.7746211665564232,balanced,2.4105073799946695,-1.9405915249853702,0.7746211665564232
3,-2.492389025977997,-2.0282990177313662,0.11208745888164885,0.06065385547088004,0.745972213183286,balanced,2.4188374190052855,-2.0282990177313662,0.745972213183286
4,-2.6597440064040154,-2.3239281753516376,0.11334962947107113,0.06279400863847423,0.7637439056808603,balanced,2.3722557939981925,-2.0282990177313662,0.745972213183286
5,-2.879066502434793,-2.722087195979932,0.11506994542791024,0.0625167021268265,0.7674224718666176,balanced,2.5227167429984547,-2.0282990177313662,0.745972213183286
6,-2.944373948403067,-2.8730615229325323,0.11635619401686675,0.06307799805708883,0.7751162853588076,balanced,2.33712376600306,-2.0282990177313662,0.745972213183286
7,-3.176141168594577,-2.996542682787818,0.1186768906182832,0.06435871409362864,0.790721405462709,balanced,2.3826351039970177,-2.0282990177313662,0.745972213183286
8,-3.2550663956655974,-3.085317750749352,0.11967468549798108,0.06517709811757608,0.7991528180544074,balanced,2.3636746819975087,-2.0282990177313662,0.745972213183286
9,-3.2983247345078084,-3.140438003684038,0.1193913378267119,0.06559322055007916,0.8009294489301696,balanced,2.379242039998644,-2.0282990177313662,0.745972213183286
10,-3.125052355700184,-3.0215758195354967,0.11777740267428799,0.06452206752648121,0.7889161064671626,balanced,2.3699141500037513,-2.0282990177313662,0.745972213183286
11,-3.3565274725814174,-3.2398349289421953,0.11797549767488413,0.06328629556000162,0.7815972685389212,balanced,2.3609981140034506,-2.0282990177313662,0.745972213183286
12,-3.1358466721779705,-3.182723592582746,0.11518499231194775,0.062355856267133705,0.7667532779668029,balanced,2.404420327999105,-2.0282990177313662,0.745972213183286
13,-3.3917808837290444,-2.9664023692111225,0.11721564280310418,0.06518071501364528,0.7913685571614291,balanced,2.384684519995062,-2.0282990177313662,0.745972213183286
14,-3.259033586655965,-3.1821410014025195,0.11558657772373288,0.06261810260650137,0.7697149436801953,balanced,2.428272855002433,-2.0282990177313662,0.745972213183286
15,-3.4249788632070914,-3.1728377195796447,0.11641905377522226,0.06285022348590547,0.7738509479519873,balanced,2.4103771209993283,-2.0282990177313662,0.745972213183286
16,-3.344078681701596,-3.0811220872783776,0.11602545665425547,0.06279238725948369,0.7722292968572955,balanced,2.3491867830016417,-2.0282990177313662,0.745972213183286
17,-3.3508102713105674,-3.280556922960223,0.11446990833246042,0.0618899921089529,0.7614866903720863,balanced,2.3528297140001087,-2.0282990177313662,0.745972213183286
18,-3.444251676143593,-3.2455259698143357,0.11450481294101797,0.06208324949580514,0.7628404368798171,balanced,2.423578540998278,-2.0282990177313662,0.745972213183286
19,-3.260961362522949,-2.890082806768438,0.11444930771972556,0.06262537696684742,0.7661508672750565,balanced,2.3912796739969053,-2.0282990177313662,0.745972213183286
20,-3.345495593546341,-3.2280977736960694,0.11407304311498812,0.06177897972296668,0.7595126636523419,balanced,2.387897836000775,-2.0282990177313662,0.745972213183286
