epoch,train_loss,validation_loss,validation_rmse_all,validation_mae_all,validation_selection_objective,validation_blend_selection_metric,epoch_seconds,best_validation_loss,best_validation_objective
1,-1.8370723287051105,-1.7002634855243044,0.13556620279706,0.07166601278622337,0.8913418596146004,balanced,2.9725743919989327,-1.7002634855243044,0.8913418596146004
2,-2.3563354403633845,-1.9749846975789451,0.11494397215460804,0.061715980605020565,0.7618727102655865,balanced,2.7666382910028915,-1.9749846975789451,0.7618727102655865
3,-2.5240123750407983,-2.2095547200906225,0.11522938445235366,0.06220047746756972,0.7658949145440439,balanced,2.6494116030007717,-1.9749846975789451,0.7618727102655865
4,-2.7056021810070137,-2.7885225320265,0.11766427615462506,0.06404028749187445,0.7854583870101055,balanced,2.6325773780044983,-1.9749846975789451,0.7618727102655865
5,-3.0089821014197415,-2.935951589064573,0.11858160674242961,0.06518546196769882,0.795736056970022,balanced,2.722089720002259,-1.9749846975789451,0.7618727102655865
6,-3.045487871457413,-2.877124300234918,0.11741877088164016,0.0639602126439422,0.7841639048946025,balanced,2.7548191630048677,-1.9749846975789451,0.7618727102655865
7,-3.0492694656451063,-3.0154164262898897,0.11833004763108607,0.06563919485879184,0.7978555067751316,balanced,2.6478961929969955,-1.9749846975789451,0.7618727102655865
8,-3.05701537258817,-3.050494944854445,0.11803599436367672,0.06406042500010671,0.7867681149220916,balanced,2.612029470001289,-1.9749846975789451,0.7618727102655865
9,-3.1595960706499557,-3.1209290927179794,0.11719737350573681,0.06349233459610865,0.780451832539287,balanced,2.6906896279979264,-1.9749846975789451,0.7618727102655865
10,-3.356876859620654,-3.338571434218104,0.11666224719148834,0.06350848188337084,0.7788566432841835,balanced,2.6964643219980644,-1.9749846975789451,0.7618727102655865
11,-3.0760096567847914,-3.2026448360568676,0.11655892662014417,0.06315133695317969,0.7762316412889977,balanced,2.5710607769942726,-1.9749846975789451,0.7618727102655865
12,-3.3162987783656357,-3.1029827258022005,0.11794057741825413,0.0645342334358846,0.7895124347353,balanced,2.7217419559965492,-1.9749846975789451,0.7618727102655865
13,-3.2651762466864325,-2.95487204589823,0.11720759448841929,0.06434152927901371,0.7859458299687212,balanced,2.678865209003561,-1.9749846975789451,0.7618727102655865
14,-3.1287549404205937,-3.3033555169435194,0.11631301115371755,0.0628980471778741,0.7738218352029613,balanced,2.6718861579938675,-1.9749846975789451,0.7618727102655865
15,-3.0873968067192923,-3.0566541331175006,0.11631328115392495,0.0638019946473502,0.7796363773310315,balanced,2.655732786995941,-1.9749846975789451,0.7618727102655865
16,-3.204236442102696,-2.7737182397713305,0.11750549104561725,0.06429034982542442,0.7865625014325996,balanced,2.771965223000734,-1.9749846975789451,0.7618727102655865
17,-2.742189482143482,-2.8983919669197205,0.11743431534855242,0.06392097483219418,0.7839609032966268,balanced,2.7742018130011274,-1.9749846975789451,0.7618727102655865
18,-3.309726299795661,-2.8973862470645484,0.11819533277181028,0.06348014618252834,0.7835419893844975,balanced,2.6351850319988444,-1.9749846975789451,0.7618727102655865
19,-2.8985730844218693,-2.8866835666684043,0.11607880501716242,0.0635405143825243,0.7772102147553898,balanced,2.657304202999512,-1.9749846975789451,0.7618727102655865
20,-2.940146221047717,-2.934921417396303,0.11660124649354447,0.06357398354602917,0.7790842346081375,balanced,2.658640067005763,-1.9749846975789451,0.7618727102655865
