module,module_seed,epoch,loss
ANFIS-N,1830,1.0,0.07186342030763626
ANFIS-N,1830,2.0,0.06372660398483276
ANFIS-N,1830,3.0,0.05611572414636612
ANFIS-N,1830,4.0,0.04908844083547592
ANFIS-N,1830,5.0,0.04270324110984802
ANFIS-N,1830,6.0,0.036996498703956604
ANFIS-N,1830,7.0,0.031969550997018814
ANFIS-N,1830,8.0,0.02759481780230999
ANFIS-N,1830,9.0,0.023837046697735786
ANFIS-N,1830,10.0,0.02065819315612316
ANFIS-N,1830,11.0,0.018015239387750626
ANFIS-N,1830,12.0,0.01585916243493557
ANFIS-N,1830,13.0,0.014134153723716736
ANFIS-N,1830,14.0,0.012775433249771595
ANFIS-N,1830,15.0,0.011708907783031464
ANFIS-N,1830,16.0,0.010858574882149696
ANFIS-N,1830,17.0,0.010157743468880653
ANFIS-N,1830,18.0,0.00955587811768055
ANFIS-N,1830,19.0,0.00901851151138544
ANFIS-N,1830,20.0,0.008523033931851387
ANFIS-N,1830,21.0,0.008054441772401333
ANFIS-N,1830,22.0,0.007603220641613007
ANFIS-N,1830,23.0,0.007164254784584045
ANFIS-N,1830,24.0,0.006735608913004398
ANFIS-N,1830,25.0,0.00631753308698535
ANFIS-N,1830,26.0,0.005911970976740122
ANFIS-N,1830,27.0,0.0055222888477146626
ANFIS-N,1830,28.0,0.005152903962880373
ANFIS-N,1830,29.0,0.004808650817722082
ANFIS-N,1830,30.0,0.004493966698646545
ANFIS-N,1830,31.0,0.004212057683616877
ANFIS-N,1830,32.0,0.003964270930737257
ANFIS-N,1830,33.0,0.00374983181245625
ANFIS-N,1830,34.0,0.003565970342606306
ANFIS-N,1830,35.0,0.0034082774072885513
ANFIS-N,1830,36.0,0.0032711902167648077
ANFIS-N,1830,37.0,0.0031486344523727894
ANFIS-N,1830,38.0,0.003034932306036353
ANFIS-N,1830,39.0,0.002925816923379898
ANFIS-N,1830,40.0,0.0028190934099256992
ANFIS-N,1830,41.0,0.0027145245112478733
ANFIS-N,1830,42.0,0.0026130180340260267
ANFIS-N,1830,43.0,0.0025155728217214346
ANFIS-N,1830,44.0,0.0024226775858551264
ANFIS-N,1830,45.0,0.0023344201035797596
ANFIS-N,1830,46.0,0.002250887453556061
ANFIS-N,1830,47.0,0.002172234933823347
ANFIS-N,1830,48.0,0.0020984469447284937
ANFIS-N,1830,49.0,0.0020292061381042004
ANFIS-N,1830,50.0,0.0019641018006950617
ANFIS-N,1830,51.0,0.0019029179820790887
ANFIS-N,1830,52.0,0.001845642109401524
ANFIS-N,1830,53.0,0.0017921709222719073
ANFIS-N,1830,54.0,0.0017420522635802627
ANFIS-N,1830,55.0,0.0016945293173193932
ANFIS-N,1830,56.0,0.0016488437540829182
ANFIS-N,1830,57.0,0.0016044863732531667
ANFIS-N,1830,58.0,0.001561214798130095
ANFIS-N,1830,59.0,0.0015189546393230557
ANFIS-N,1830,60.0,0.0014777621254324913
ANFIS-F,1931,1.0,0.09166345745325089
ANFIS-F,1931,2.0,0.07737449556589127
ANFIS-F,1931,3.0,0.06455594301223755
ANFIS-F,1931,4.0,0.05327047407627106
ANFIS-F,1931,5.0,0.043525807559490204
ANFIS-F,1931,6.0,0.035275138914585114
ANFIS-F,1931,7.0,0.028434354811906815
ANFIS-F,1931,8.0,0.022890599444508553
ANFIS-F,1931,9.0,0.018505696207284927
ANFIS-F,1931,10.0,0.015118247829377651
ANFIS-F,1931,11.0,0.012544596567749977
ANFIS-F,1931,12.0,0.01060094777494669
ANFIS-F,1931,13.0,0.009136006236076355
ANFIS-F,1931,14.0,0.00803401693701744
ANFIS-F,1931,15.0,0.007199650630354881
ANFIS-F,1931,16.0,0.006549951620399952
ANFIS-F,1931,17.0,0.006019756197929382
ANFIS-F,1931,18.0,0.005565280560404062
ANFIS-F,1931,19.0,0.0051602572202682495
ANFIS-F,1931,20.0,0.004789580591022968
ANFIS-F,1931,21.0,0.004443494137376547
ANFIS-F,1931,22.0,0.004114344250410795
ANFIS-F,1931,23.0,0.0037973460275679827
ANFIS-F,1931,24.0,0.0034938727039843798
ANFIS-F,1931,25.0,0.0032126056030392647
ANFIS-F,1931,26.0,0.0029658901039510965
ANFIS-F,1931,27.0,0.002763694617897272
ANFIS-F,1931,28.0,0.002608609152957797
ANFIS-F,1931,29.0,0.0024940595030784607
ANFIS-F,1931,30.0,0.0024065780453383923
ANFIS-F,1931,31.0,0.002331301337108016
ANFIS-F,1931,32.0,0.0022580449003726244
ANFIS-F,1931,33.0,0.0021841060370206833
ANFIS-F,1931,34.0,0.002112415386363864
ANFIS-F,1931,35.0,0.0020473613403737545
ANFIS-F,1931,36.0,0.0019913145806640387
ANFIS-F,1931,37.0,0.0019433716079220176
ANFIS-F,1931,38.0,0.0019001195905730128
ANFIS-F,1931,39.0,0.001857626368291676
ANFIS-F,1931,40.0,0.0018135819118469954
ANFIS-F,1931,41.0,0.0017683855257928371
ANFIS-F,1931,42.0,0.0017245011404156685
ANFIS-F,1931,43.0,0.0016847278457134962
ANFIS-F,1931,44.0,0.0016505789244547486
ANFIS-F,1931,45.0,0.0016215946525335312
ANFIS-F,1931,46.0,0.0015958274016156793
ANFIS-F,1931,47.0,0.0015710553852841258
ANFIS-F,1931,48.0,0.0015458848793059587
ANFIS-F,1931,49.0,0.0015201729256659746
ANFIS-F,1931,50.0,0.001494741067290306
ANFIS-F,1931,51.0,0.0014707609079778194
ANFIS-F,1931,52.0,0.001449140952900052
ANFIS-F,1931,53.0,0.001430128118954599
ANFIS-F,1931,54.0,0.0014132022624835372
ANFIS-F,1931,55.0,0.0013973077293485403
ANFIS-F,1931,56.0,0.0013813741970807314
ANFIS-F,1931,57.0,0.0013648499734699726
ANFIS-F,1931,58.0,0.0013479135232046247
ANFIS-F,1931,59.0,0.0013312248047441244
ANFIS-F,1931,60.0,0.0013154327170923352
ANFIS-T-no-current,2133,1.0,0.19238156080245972
ANFIS-T-no-current,2133,2.0,0.18320289254188538
ANFIS-T-no-current,2133,3.0,0.17417286336421967
ANFIS-T-no-current,2133,4.0,0.16529932618141174
ANFIS-T-no-current,2133,5.0,0.1566145122051239
ANFIS-T-no-current,2133,6.0,0.14815481007099152
ANFIS-T-no-current,2133,7.0,0.13995279371738434
ANFIS-T-no-current,2133,8.0,0.1320369392633438
ANFIS-T-no-current,2133,9.0,0.12443524599075317
ANFIS-T-no-current,2133,10.0,0.11717145144939423
ANFIS-T-no-current,2133,11.0,0.11026258766651154
ANFIS-T-no-current,2133,12.0,0.10371851921081543
ANFIS-T-no-current,2133,13.0,0.0975428894162178
ANFIS-T-no-current,2133,14.0,0.09173376858234406
ANFIS-T-no-current,2133,15.0,0.0862836241722107
ANFIS-T-no-current,2133,16.0,0.08117972314357758
ANFIS-T-no-current,2133,17.0,0.07640884071588516
ANFIS-T-no-current,2133,18.0,0.07195981591939926
ANFIS-T-no-current,2133,19.0,0.06782214343547821
ANFIS-T-no-current,2133,20.0,0.06398367136716843
ANFIS-T-no-current,2133,21.0,0.060429979115724564
ANFIS-T-no-current,2133,22.0,0.057144615799188614
ANFIS-T-no-current,2133,23.0,0.05411018431186676
ANFIS-T-no-current,2133,24.0,0.05130947008728981
