mifal_observable_version,surface,split,horizon_months,rows,positive_rows,positive_rate,predicted_positive_rows,alert_rate,threshold,precision,recall,f2,mcc,pr_auc,roc_auc,brier,rmse_risk,mae_risk,interval_coverage_risk,interval_mean_width,winkler_score_risk,mean_uncertainty,mean_data_reliability,mean_confidence
mifal_observable_v0,observable_current_chla,test,1,100,16,0.16,96,0.96,0.5,0.16666666666666666,1.0,0.5,0.0890870806374748,0.46198835753184636,0.8303571428571428,0.2722797032505362,0.42380893236059286,0.3923381759644836,0.71,0.6560842698826456,2.0512632063213663,0.6560842698826456,0.026927422282465193,0.1763029958018434
mifal_observable_v0,observable_current_chla,test,2,100,17,0.17,93,0.93,0.5,0.1827956989247312,1.0,0.5279503105590062,0.12416321809856487,0.3614579981625669,0.7214741318214033,0.27609219145962116,0.43605106572544794,0.40302080025496,0.69,0.6596679424875426,2.234659444553225,0.6596679424875426,0.030711529321800393,0.17524286323098445
mifal_observable_v0,observable_current_chla,test,3,100,14,0.14,95,0.95,0.5,0.12631578947368421,0.8571428571428571,0.3973509933774835,-0.17190293987564972,0.35805245042578926,0.6694352159468439,0.28063629514291943,0.4521198267757439,0.41820778771754663,0.75,0.6567191301349967,1.9397374715310718,0.6567191301349967,0.0273893068494553,0.17617464714224407
mifal_observable_v0,observable_current_chla,validation,1,100,15,0.15,93,0.93,0.5,0.16129032258064516,1.0,0.4901960784313726,0.11525073729836975,0.387881358204198,0.7207843137254901,0.27101462132586535,0.42495209899443753,0.38709780157513796,0.8,0.6482663468450539,1.7660683951434968,0.6482663468450539,0.025500805362704698,0.18026315940083262
mifal_observable_v0,observable_current_chla,validation,2,100,11,0.11,96,0.96,0.5,0.11458333333333333,1.0,0.39285714285714285,0.07176219571670307,0.2604129112959395,0.7834525025536261,0.27873057549869107,0.43766175132269086,0.4037064848725022,0.77,0.6537743898581719,1.912586952954336,0.6537743898581719,0.019907107940408456,0.17646274213042001
mifal_observable_v0,observable_current_chla,validation,3,100,16,0.16,99,0.99,0.5,0.16161616161616163,1.0,0.49079754601226994,0.04386344633065127,0.4411267416960536,0.7120535714285714,0.27813133036637305,0.4490093573566376,0.41760197135161237,0.75,0.6603728734019699,1.9417397941095436,0.6603728734019699,0.020302947473333527,0.1730361494193132
