epoch,training_loss,model_selection_objective,best_objective,best_epoch,epochs_without_improvement,batch_order_sha256
1,0.8577867758410731,0.9989383166368797,0.9989383166368797,1,0,dc8566c5c64b355cde822c4eee5cdd7cae0ec7b74d2c82e00292101de55f531f
2,0.7911921200202433,0.9927610046882207,0.9927610046882207,2,0,cb395dd510b857e3a8b91b054789514ef3f60a5404bdc16b5cddd90f520724b4
3,0.722630498221173,0.985851008619983,0.985851008619983,3,0,bd12414966c731532c4995ec819a225c97a93129bd9d152ee6900e1bd1a19c3a
4,0.6448105644391987,0.9783222371183629,0.9783222371183629,4,0,daf70847b01d7a3c34409ea9897004153e966d764de6d2094c8d28298119042c
5,0.5488009217696984,0.9708059111407932,0.9708059111407932,5,0,fd1d510ab6d5a9a2fa1fea30bc519db6a8efe829618d191b98f80e17430f4961
6,0.42860186035699,0.9650790242818577,0.9650790242818577,6,0,48e6058d9924afeeef176bdea18dc13eeb2d3061579d173912fdfc38e13f1b46
7,0.3031465334419616,0.963170031435031,0.963170031435031,7,0,682520379dc7635d67fee613b739649f87aba63475810085ed28922ee43f962f
8,0.2602933064474902,0.9629193372021244,0.9629193372021244,8,0,5013a199cded0cec22dd3bae8902ab562e324c5f7b06adcc47b43973d6fc661f
9,0.23839748943688013,0.9560539824047277,0.9560539824047277,9,0,b13a1df2bc0ecedee1cd3a75c7ed8489423ee16737c03e1b4fc2a443fcd3a832
10,0.17950362983942836,0.9570952975902851,0.9560539824047277,9,1,84beb10cf822f30fbcc6d9429b9bb11313dcaeffcdf74a4735627e73d71142eb
11,0.14578640383598537,0.9562003023580176,0.9560539824047277,9,2,c52fb1576709eb34aea49893a1463cf91441c372685f15f98a5b55103c1ecf89
12,0.12527608624781938,0.9518980533528418,0.9518980533528418,12,0,2bc28c7ce950ad9c4623480045824f6258dd287f991e06f431cfa2e319eb6dcb
13,0.09951116570189283,0.9477418381079578,0.9477418381079578,13,0,7807228febd57a8b94134483651e9415f52ada6dc3f2617ceefed874f929187f
14,0.07301154060996391,0.9338174523353088,0.9338174523353088,14,0,e7a11142d94151ab61bd13b4a3489280d5357fc613cdb3d04ed667b02f288782
15,0.05398882885318468,0.9280576107518692,0.9280576107518692,15,0,9ee0ad36faf63ddf624dab62f311a788095632a0802d45cde82cc9e56c8b442f
16,0.03608674925782756,0.927092831342034,0.927092831342034,16,0,218c2497e437d127713e8a08329f6d4320b1656bd087083f58f53b98dc27f933
17,0.018321070375469834,0.933572362400001,0.927092831342034,16,1,c3a9c96ee7a95593a7e7dfc84f6c710274a94ccdf0f9dd375ac7d63933c1c94c
18,0.0030479388247449416,0.9417317750815938,0.927092831342034,16,2,9ef2c206070b6abe9b4d671331a8a3fb08610d6ac735f37ad2caccdb4368e68a
19,-0.006740825754400049,0.9377332777482338,0.927092831342034,16,3,421a1151247a208392f257d1ac76aceccfc38b10caaca5e6f1aa57eb3bd4fdfc
20,-0.015420035854112595,0.9360950268690006,0.927092831342034,16,4,18e5810ec9b886d29758a2cb3496b59f21c4668a11e682147f0f76d29f3d25f3
