model_id,base_seed,horizon_months,time_role,rows,bloom_positive,brier,pr_auc,rmse,mae,prior_brier,prior_rmse,prior_mae,brier_ratio,rmse_ratio,mae_ratio,checkpoint_objective
A0,20260614,1,model_selection,658,136,0.1671769812485385,0.32307776519672327,0.3876264312860812,0.32011881587918106,0.17275044191851774,0.42116878641106636,0.3785976834087715,0.9677369238070713,0.9203588769936826,0.8455382320275562,0.9207053160824324
A0,20260614,2,model_selection,658,136,0.1726437313968797,0.312567043295834,0.38947596040016247,0.3215211649558104,0.17339375565616102,0.41791517106088927,0.3745057430548012,0.995674444812369,0.9319498007489581,0.8585213202158087,0.9207053160824324
A0,20260614,3,model_selection,658,132,0.16729083140922615,0.30968553750147615,0.39518843735155473,0.32593456861885306,0.17244486927518093,0.4225695474376975,0.3784423143640759,0.9701119674501294,0.9352033049892698,0.861252973697047,0.9207053160824324
