model_id,base_seed,horizon_months,time_role,rows,bloom_positive,brier,pr_auc,rmse,mae,prior_brier,prior_rmse,prior_mae,brier_ratio,rmse_ratio,mae_ratio,checkpoint_objective
A0,314159,1,model_selection,658,136,0.16478318913664466,0.33724742785304285,0.39427378847054145,0.3230927899112812,0.17275044191851774,0.42116878641106636,0.3785976834087715,0.9538799861037054,0.9361419962535518,0.8533934677102561,0.927092831342034
A0,314159,2,model_selection,658,136,0.16727530972610527,0.3199412596939285,0.3939869482835958,0.3240740495778965,0.17339375565616102,0.41791517106088927,0.3745057430548012,0.9647135739871244,0.9427438283311156,0.8653379970476845,0.927092831342034
A0,314159,3,model_selection,658,132,0.17074701684623475,0.31421159005406285,0.40652883308912435,0.33129988444921626,0.17244486927518093,0.4225695474376975,0.3784423143640759,0.9901542305312847,0.9620400607525129,0.8754303413610699,0.927092831342034
