target,blend_weight,validation_rows,validation_mae,validation_rmse,selection_metric,selection_objective
delta_yF,0.0,7079,0.17569407724293465,0.25977833598423916,balanced,1.7695406392984618
delta_yF,0.1,7079,0.1638990311421215,0.2416749753891548,balanced,1.6484285780929846
delta_yF,0.2,7079,0.15244698123686695,0.22428198733474555,balanced,1.5314804660513899
delta_yF,0.35,7079,0.1361960238497007,0.19992838004396865,balanced,1.3666702469722365
delta_yF,0.5,7079,0.12175581094521151,0.17841223994467678,balanced,1.220656293730529
delta_yF,0.65,7079,0.11017844562123667,0.1608761137979334,balanced,1.1025931766833672
delta_yF,0.8,7079,0.10321060657029704,0.14873447052364946,balanced,1.0259953440376588
delta_yF,0.9,7079,0.1018234492190259,0.14433584399499344,balanced,1.0038295854191113
delta_yF,1.0,7079,0.10245507557288723,0.14323875390815674,balanced,1.0031015761040596
delta_yN,0.0,7079,0.12698013018982476,0.209784767810933,balanced,1.714837779006384
delta_yN,0.1,7079,0.11908977027329402,0.1962482337149637,balanced,1.6061590251951687
delta_yN,0.2,7079,0.11145803271284345,0.18322163028760588,balanced,1.5013230150293873
delta_yN,0.35,7079,0.10059598321075375,0.16490111525316772,balanced,1.3530441231105401
delta_yN,0.5,7079,0.09082013251569618,0.14852276617515944,balanced,1.2200594781386997
delta_yN,0.65,7079,0.08279216813239561,0.13479639978615382,balanced,1.10968126250753
delta_yN,0.8,7079,0.07770234458374765,0.12460154898144309,balanced,1.033379970512962
delta_yN,0.9,7079,0.0768385109953295,0.120224275786365,balanced,1.0092186153878298
delta_yN,1.0,7079,0.07750664021373048,0.11804780123248257,balanced,1.0043476195058074
delta_yT,0.0,7079,0.22049770363307736,0.3493365682035759,balanced,1.3500967595357207
delta_yT,0.1,7079,0.21331836901439888,0.3337827403862514,balanced,1.2976958045265379
delta_yT,0.2,7079,0.20632928103810566,0.319055946975647,balanced,1.2475214279129838
delta_yT,0.35,7079,0.19639210836381155,0.29878214015302784,balanced,1.177525965532844
delta_yT,0.5,7079,0.18745753879280375,0.2811037845612615,balanced,1.115703464266085
delta_yT,0.65,7079,0.179819429572448,0.2665378162353293,balanced,1.063956970466088
delta_yT,0.8,7079,0.17406858402989916,0.25561684040116267,balanced,1.0250890981827188
delta_yT,0.9,7079,0.17164828875321153,0.2506031832664683,balanced,1.007887965711296
delta_yT,1.0,7079,0.17106813575474114,0.24753753605345372,balanced,1.0
sigma_F,0.0,7079,0.04435860603807807,0.08555212281185139,balanced,1.0246923878209642
sigma_F,0.1,7079,0.04428976904724526,0.08501844641617817,balanced,1.0206490371887722
sigma_F,0.2,7079,0.04425267180340289,0.08451664452059453,balanced,1.017159346932147
sigma_F,0.35,7079,0.044259549467084366,0.08382494842499866,balanced,1.013004551184058
sigma_F,0.5,7079,0.044324683307809906,0.08320807448135309,balanced,1.0099658160977785
sigma_F,0.65,7079,0.044462562600911915,0.082667688732878,balanced,1.0082170469715934
sigma_F,0.8,7079,0.04466137143073235,0.08220530534040986,balanced,1.0076340038812026
sigma_F,0.9,7079,0.04483132026242341,0.08194104381628464,balanced,1.0079371912044355
sigma_F,1.0,7079,0.04502838583109759,0.08171238228793283,balanced,1.0087646010521227
sigma_N,0.0,7079,0.05868165886053545,0.14587030584957453,balanced,1.0007079369135659
sigma_N,0.1,7079,0.058857878582476555,0.14581937046078947,balanced,1.0020345872855092
sigma_N,0.2,7079,0.059048235155394695,0.14577560550385352,balanced,1.0035063043071015
sigma_N,0.35,7079,0.059356276135876414,0.145723440738676,balanced,1.0059519243817896
sigma_N,0.5,7079,0.05969280529062632,0.145687449883157,balanced,1.0086957972100188
sigma_N,0.65,7079,0.06006072338463678,0.14566765694868772,balanced,1.0117627213249647
sigma_N,0.8,7079,0.06046085597465462,0.14566406391392517,balanced,1.0151597377158992
sigma_N,0.9,7079,0.060736863521183085,0.1456706700353851,balanced,1.017534149656232
sigma_N,1.0,7079,0.06102155450205797,0.14568447505743606,balanced,1.0200072598584629
sigma_T,0.0,7079,0.25039799163900267,0.3134775150552488,balanced,1.8610487946026142
sigma_T,0.1,7079,0.23431375576018748,0.28804883232440914,balanced,1.7263302462528851
sigma_T,0.2,7079,0.21872248718977344,0.26386158584225555,balanced,1.5970655346649378
sigma_T,0.35,7079,0.19635705345682983,0.23075840988847984,balanced,1.416204869194762
sigma_T,0.5,7079,0.17538090239879287,0.20311648658889284,balanced,1.256341434930238
sigma_T,0.65,7079,0.1557680774769013,0.18342172025518505,balanced,1.1245030013279194
sigma_T,0.8,7079,0.13925785970546412,0.174387799876385,balanced,1.0351540678162978
sigma_T,0.9,7079,0.1326595251970093,0.17518472722928768,balanced,1.0120822549263035
sigma_T,1.0,7079,0.13011006369969993,0.1814251837648991,balanced,1.020177397425458
yF,0.0,7079,0.10259017804228396,0.15767989412701974,balanced,1.0663978659047908
yF,0.1,7079,0.10166525918222581,0.15495386983979914,balanced,1.0522234198468312
yF,0.2,7079,0.10087216535283441,0.15247922410704096,balanced,1.0395897373466767
yF,0.35,7079,0.10001766131008087,0.14926560509655024,balanced,1.0240643096788773
yF,0.5,7079,0.0995698991611964,0.14668440591662357,balanced,1.0127922451218385
yF,0.65,7079,0.09957049839037559,0.14476946464351118,balanced,1.006100834113999
yF,0.8,7079,0.10003454319112869,0.14354742981918334,balanced,1.0041589837267395
yF,0.9,7079,0.10058689777553713,0.1431268759065514,balanced,1.0054624770172709
yF,1.0,7079,0.10132618492008989,0.1430251796044338,balanced,1.0088193609398468
yN,0.0,7079,0.07366124269130085,0.12581649793418068,balanced,1.060793494330908
yN,0.1,7079,0.07308807674816965,0.12347611516187422,balanced,1.0465686254128728
yN,0.2,7079,0.07267961853691238,0.12136758335466821,balanced,1.0344987152025231
yN,0.35,7079,0.0723596743429965,0.11866616781133875,balanced,1.020440190238631
yN,0.5,7079,0.07242314198172384,0.116552050173923,balanced,1.011606754704208
yN,0.65,7079,0.07292819141011266,0.11505761405473788,balanced,1.0085423851415511
yN,0.8,7079,0.07387916703971198,0.11420718054639818,balanced,1.011383767354381
yN,0.9,7079,0.07469006638217737,0.11400557646876598,balanced,1.0161028366997233
yN,1.0,7079,0.07563077967320816,0.11409838494088398,balanced,1.0230101307833386
yT,0.0,7079,0.2714765203556514,0.3600724175905853,balanced,1.1604664125091588
yT,0.1,7079,0.26571654411237244,0.3459884393887312,balanced,1.125029774923117
yT,0.2,7079,0.2604719933387098,0.33338391083358226,balanced,1.0931319428199853
yT,0.35,7079,0.25388688713771035,0.31763097673164514,balanced,1.0532039585556698
yT,0.5,7079,0.24894392108122396,0.30617194776854906,balanced,1.0238463861751623
yT,0.65,7079,0.2454352919741158,0.29950007506777987,balanced,1.0054612636242952
yT,0.8,7079,0.24404988704486863,0.29793715667974074,balanced,1.0
yT,0.9,7079,0.2453775504228506,0.29978373445900114,balanced,1.0058190039248045
yT,1.0,7079,0.2489121468462232,0.3038996631264757,balanced,1.0199679260474994
