split,target,pipe_rows,pipe_rmse,pipe_mae,persistence_rows,persistence_rmse,persistence_mae,rmse_delta_pipe_minus_persistence,mae_delta_pipe_minus_persistence,rmse_relative_improvement,mae_relative_improvement
test,all,7582,0.21352278824753712,0.14815317899283087,7582,0.2236263629038525,0.1512366878244787,-0.010103574656315367,-0.0030835088316478187,0.04518060628057243,0.020388629743243635
test,delta_yF,7582,0.23569500674197305,0.1538946161292782,7582,0.24608149195352147,0.15749489580593304,-0.010386485211548419,-0.0036002796766548273,0.042207502600440025,0.022859659408207944
test,delta_yN,7582,0.2223758359996721,0.14065685186685467,7582,0.22615674067945235,0.14067150211962665,-0.0037809046797802615,-1.4650252771974959e-05,0.016718072025716006,0.00010414513637251436
test,delta_yT,7582,0.3129606923949147,0.20584098797805453,7582,0.3229995713504217,0.20612863905479326,-0.01003887895550698,-0.00028765107673872636,0.03108016185140945,0.0013954930186205845
test,sigma_F,7582,0.07781020620160327,0.03990275876813248,7582,0.07781026128912248,0.03990283965584512,-5.508751921290411e-08,-8.088771263903283e-08,7.079724229200743e-07,2.027116699880884e-06
test,sigma_N,7582,0.1450513958042241,0.06344136384256091,7582,0.14505142419545847,0.0634413829377775,-2.839123436348956e-08,-1.909521658849389e-08,1.957321999488405e-07,3.00989917058117e-07
test,sigma_T,7582,0.29380310031167683,0.2653615514322058,7582,0.32978047827016216,0.2705616691708285,-0.035977377958485324,-0.005200117738622723,0.10909492929115107,0.019219713400494463
test,yF,7582,0.14928613952650294,0.09288500657782206,7582,0.14928618198080548,0.09288525936104668,-4.245430254568028e-08,-2.527832246163042e-07,2.843819969294871e-07,2.721456842077937e-06
test,yN,7582,0.13730566333606609,0.08346063950482537,7582,0.13730567386941472,0.08346063929998372,-1.0533348637764561e-08,2.0484164364731328e-10,7.67145911812964e-08,-2.4543502825451424e-09
test,yT,7582,0.34741705391120103,0.2879348348357438,7582,0.3781654425463133,0.3065833630144737,-0.030748388635112256,-0.018648528178729917,0.08130935610634638,0.060826941146997354
train,all,50000,0.19834467732972014,0.13025304200490317,50000,0.20822723371942578,0.13264283918009323,-0.009882556389705643,-0.002389797175190056,0.04746044123614407,0.018016782435916916
train,delta_yF,50000,0.25675789272876426,0.1614543505859375,50000,0.267850187864575,0.16420263231096277,-0.011092295135810726,-0.002748281725025281,0.04141231045698945,0.01673713561315299
train,delta_yN,50000,0.13261114432677257,0.04765622127532959,50000,0.13461292020031096,0.039171196587337774,-0.0020017758735383917,0.008485024687991817,0.014870607298018987,-0.21661387517415362
train,delta_yT,50000,0.308781758022595,0.18936847381591798,50000,0.31660192561076633,0.1858754807177461,-0.007820167588171334,0.003492993098171887,0.024700315934861144,-0.018792113325996097
